Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Entrega_Atipica,Fecha_Futura_Invalida,Es_Venta_Fantasma,Categoria,Stock_Actual,Costo_Unitario_USD,Costo_Atipico,Bodega_Origen,Lead_Time_Dias_Clean,Ultima_Revision,Dias_Desde_Ultima_Revision,Rating_Producto_Prom,Rating_Logistica_Prom,Satisfaccion_NPS_Prom,Ticket_Soporte_Abierto,N_Feedbacks,Ingreso_Bruto,Margen_Utilidad_USD,Margen_Porcentual,Brecha_Entrega_Dias,Ratio_Soporte_Categoria
TRX-15154,PROD-2550,2025-12-21,5.0,1098.3,71.91,17.0,Sin Información,Bucaramanga,Físico,False,False,False,Monitores,961.0,60.66,False,Zona_Franca,27.5,2024-08-12,537.0,4.0,2.0,40.8,False,1,5491.5,5116.289999999999,0.9316744059000271,-10.5,0.20249520153550865
TRX-15155,PROD-2651,2025-04-12,5.0,1599.7,93.2,27.0,Entregado,Bucaramanga,App,False,False,False,Laptops,1742.0,535.57,False,Sur,3.0,2025-05-22,254.0,,,,False,0,7998.5,5227.450000000001,0.6535537913358755,24.0,0.21533203125
TRX-15156,PROD-1962,2025-04-12,10.0,1504.51,83.33,17.0,Entregado,Medellín,WhatsApp,False,False,False,Laptops,1998.0,415.86,False,Norte,0.0,2024-04-07,664.0,,,,False,0,15045.1,10803.17,0.7180523891499558,17.0,0.21533203125
TRX-15157,PROD-1322,2025-03-20,4.0,1545.19,74.07,12.0,Entregado,Medellín,App,False,False,False,Accesorios,1193.0,642.26,False,Norte,10.0,2025-05-30,246.0,3.5,2.0,-6.95,True,2,6180.76,3537.65,0.5723648871659796,2.0,0.20368574199806014
TRX-15158,PROD-2880,2024-11-18,5.0,1003.49,41.79,28.0,En Camino,Barranquilla,WhatsApp,False,False,False,Laptops,362.0,85.73,False,Bod-Ext-99,5.0,2025-10-13,110.0,,,,False,0,5017.45,4547.01,0.9062392251043858,23.0,0.21533203125
TRX-15159,PROD-2819,2025-03-27,7.0,714.22,73.19,10.0,En Camino,Medellín,Online,False,False,False,Smartphones,466.0,499.84,False,Norte,27.5,2024-07-28,552.0,,,,False,0,4999.54,1427.4700000000003,0.2855202678646436,-17.5,0.20174165457184326
TRX-15160,PROD-3347,2024-12-23,3.0,1867.54,52.36,12.0,Entregado,Medellín,App,False,False,False,Tablets,586.0,1193.93,False,Sur,3.0,2024-11-09,448.0,,,,False,0,5602.62,1968.4699999999998,0.35134811927276877,9.0,0.20235756385068762
TRX-15161,PROD-2835,2025-07-11,4.0,118.0,81.1,6.0,Sin Información,Medellín,App,False,False,False,Tablets,709.0,1259.77,False,Norte,10.0,2025-05-01,275.0,,,,False,0,472.0,-4648.18,-9.847838983050847,-4.0,0.20235756385068762
TRX-15162,PROD-1360,2025-10-21,9.0,313.72,76.56,21.0,Retrasado,Bogotá,Online,False,False,False,Accesorios,649.0,669.86,False,Bod-Ext-99,5.0,2024-10-05,483.0,4.0,1.0,76.3,True,1,2823.4800000000005,-3281.8199999999997,-1.1623315908028387,16.0,0.20368574199806014
TRX-15163,PROD-3041,2025-11-30,12.0,845.0,69.3,27.0,Sin Información,Bucaramanga,Físico,False,False,False,Smartphones,64.0,335.92,False,Norte,3.0,2024-10-23,465.0,,,,False,0,10140.0,6039.66,0.5956272189349112,24.0,0.20174165457184326
TRX-15164,PROD-2831,2026-01-18,2.0,1231.78,9.48,6.0,Retrasado,Bucaramanga,App,False,False,False,Monitores,164.0,1221.54,False,Bod-Ext-99,3.0,2024-12-26,401.0,4.0,2.0,-54.4,False,1,2463.56,11.000000000000018,0.004465083050544747,3.0,0.20249520153550865
TRX-15165,PROD-2294,2025-05-07,8.0,26.32,67.67,6.0,Perdido,Bucaramanga,WhatsApp,False,False,False,Accesorios,993.0,106.93,False,Bod-Ext-99,27.5,2025-07-07,208.0,,,,False,0,210.56,-712.5500000000001,-3.384071048632219,-21.5,0.20368574199806014
TRX-15166,PROD-1486,2025-11-17,9.0,1441.45,50.44,29.0,Retrasado,Bucaramanga,Físico,False,False,False,Smartphones,591.0,1481.64,False,Occidente,0.0,2026-01-17,14.0,,,,False,0,12973.050000000001,-412.1500000000005,-0.03176970720069686,29.0,0.20174165457184326
TRX-15167,PROD-3037,2025-01-12,5.0,1121.87,96.35,20.0,Devuelto,Bogotá,Online,False,False,False,Smartphones,448.0,1203.59,False,Occidente,27.5,2024-08-24,525.0,,,,False,0,5609.349999999999,-504.95000000000016,-0.09001934270459148,-7.5,0.20174165457184326
TRX-15168,PROD-3676,2025-02-17,7.0,974.56,62.68,26.0,Devuelto,Bogotá,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,6821.92,,,,0.20959451741861793
TRX-15169,PROD-1072,2025-06-18,6.0,852.76,62.78,8.0,Retrasado,Bogotá,Online,False,False,False,Laptops,157.0,546.06,False,Sur,27.5,2025-02-15,350.0,,,,False,0,5116.5599999999995,1777.4200000000003,0.34738574354644536,-19.5,0.21533203125
TRX-15170,PROD-1420,2025-04-13,1.0,1043.78,99.44,5.0,Entregado,Medellín,Online,False,False,False,Tablets,1636.0,1012.55,False,Norte,5.0,2024-06-15,595.0,,,,False,0,1043.78,-68.20999999999998,-0.0653490199084098,0.0,0.20235756385068762
TRX-15171,PROD-2652,2025-10-05,8.0,331.95,13.89,6.0,Retrasado,Bogotá,WhatsApp,False,False,False,Tablets,103.0,877.74,False,Bod-Ext-99,3.0,2024-07-10,570.0,,,,False,0,2655.6,-4380.21,-1.649423859014912,3.0,0.20235756385068762
TRX-15172,PROD-2688,2025-09-22,9.0,226.34,52.36,2.0,Devuelto,Cali,Online,False,False,False,Laptops,1870.0,1183.58,False,Bod-Ext-99,3.0,2025-04-30,276.0,,,,False,0,2037.06,-8667.52,-4.2549163991242285,-1.0,0.21533203125
TRX-15173,PROD-1146,2025-10-30,10.0,586.38,31.25,17.0,Retrasado,Bogotá,App,False,False,False,Smartphones,1990.0,1222.19,False,Zona_Franca,5.0,2024-04-09,662.0,,,,False,0,5863.8,-6389.35,-1.0896261809747945,12.0,0.20174165457184326
TRX-15174,PROD-3282,2025-09-05,11.0,1421.91,67.33,8.0,En Camino,Cali,Online,False,False,False,Sin Categoría,1067.0,176.75,False,Sur,5.0,2024-06-29,581.0,,,,False,0,15641.01,13629.43,0.8713906582759042,3.0,0.20517737296260785
TRX-15175,PROD-3249,2025-09-15,1.0,1180.69,34.95,22.0,Perdido,Bucaramanga,Físico,False,False,False,Laptops,1894.0,614.62,False,Sur,27.5,2025-06-30,215.0,,,,False,0,1180.69,531.12,0.44983865366861747,-5.5,0.21533203125
TRX-15176,PROD-1000,2024-11-17,8.0,965.44,37.88,29.0,En Camino,Bogotá,Online,False,False,False,Smartphones,1058.0,870.38,False,Norte,27.5,2025-11-17,75.0,2.0,1.0,-8.1,True,1,7723.52,722.6000000000005,0.0935583775273451,1.5,0.20174165457184326
TRX-15177,PROD-1372,2025-07-20,3.0,1147.33,89.8,9.0,Sin Información,Bogotá,App,False,False,False,Tablets,1326.0,108.2,False,Occidente,10.0,2024-12-18,409.0,,,,False,0,3441.99,3027.5899999999992,0.8796045310997416,-1.0,0.20235756385068762
TRX-15178,PROD-3474,2025-08-04,12.0,1122.92,60.04,21.0,En Camino,Bogotá,App,False,False,False,Sin Categoría,92.0,1262.31,False,Norte,5.0,2024-06-03,607.0,,,,False,0,13475.04,-1732.7199999999984,-0.12858737339555196,16.0,0.20517737296260785
TRX-15179,PROD-3535,2025-12-18,6.0,621.01,14.77,8.0,Perdido,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,3726.06,,,,0.20959451741861793
TRX-15180,PROD-3611,2025-03-26,10.0,203.94,34.53,23.0,Entregado,Barranquilla,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,2039.4,,,,0.20959451741861793
TRX-15181,PROD-2247,2024-11-15,8.0,1794.6,12.23,11.0,Perdido,Medellín,App,False,False,False,Laptops,1473.0,1444.25,False,Occidente,3.0,2025-11-26,66.0,2.5,1.5,-0.29999999999999716,True,2,14356.8,2790.5699999999993,0.19437270143764623,8.0,0.21533203125
TRX-15182,PROD-3082,2024-10-29,5.0,1203.82,57.83,10.0,Entregado,Bogotá,Físico,False,False,False,Monitores,200.0,147.56,False,Bod-Ext-99,10.0,2025-08-22,162.0,,,,False,0,6019.099999999999,5223.47,0.8678157864132513,0.0,0.20249520153550865
TRX-15183,PROD-3303,2025-04-21,8.0,1398.52,21.46,17.0,Devuelto,Bogotá,Online,False,False,False,Monitores,901.0,1015.62,False,Norte,5.0,2025-11-21,71.0,4.0,1.0,59.5,False,1,11188.16,3041.74,0.2718713354117209,12.0,0.20249520153550865
TRX-15184,PROD-1847,2025-07-12,7.0,933.35,52.36,23.0,Retrasado,Bogotá,Físico,False,False,False,Tablets,1929.0,407.94,False,Sur,3.0,2025-12-13,49.0,1.0,5.0,7.8,True,1,6533.45,3625.5100000000007,0.5549150908019501,20.0,0.20235756385068762
TRX-15185,PROD-3681,2025-06-19,7.0,1515.4,86.43,20.0,Devuelto,Cali,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,2.0,5.0,84.6,False,1,10607.800000000001,,,,0.20959451741861793
TRX-15186,PROD-3750,2025-09-08,7.0,1173.15,59.84,13.0,Devuelto,Medellín,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,8212.050000000001,,,,0.20959451741861793
TRX-15187,PROD-2868,2025-04-30,9.0,117.06,10.64,22.0,Devuelto,Bogotá,Online,False,False,False,Monitores,1387.0,935.05,False,Bod-Ext-99,5.0,2024-04-02,669.0,,,,False,0,1053.54,-7372.55,-6.997883326689068,17.0,0.20249520153550865
TRX-15188,PROD-2396,2025-05-08,6.0,1781.29,33.58,9.0,Retrasado,Sin Ciudad,App,False,False,False,Smartphones,1539.0,203.93,False,Zona_Franca,27.5,2025-12-16,46.0,,,,False,0,10687.74,9430.58,0.8823736355861951,-18.5,0.20174165457184326
TRX-15189,PROD-2488,2025-11-24,6.0,618.02,63.55,15.0,Entregado,Bogotá,Físico,False,False,False,Laptops,1701.0,99.93,False,Norte,3.0,2025-01-14,382.0,,,,False,0,3708.12,3044.9899999999993,0.821168139110924,12.0,0.21533203125
TRX-15190,PROD-1222,2025-09-15,11.0,284.4,36.87,13.0,Perdido,Barranquilla,WhatsApp,False,False,False,Laptops,537.0,497.28,False,Zona_Franca,3.0,2025-02-06,359.0,,,,False,0,3128.3999999999996,-2378.5499999999997,-0.7603087840429612,10.0,0.21533203125
TRX-15191,PROD-1913,2025-04-21,9.0,185.2,53.75,13.0,Entregado,Sin Ciudad,App,False,False,False,Tablets,1708.0,637.72,False,Zona_Franca,27.5,2024-10-18,470.0,,,,False,0,1666.8,-4126.43,-2.4756599472042238,-14.5,0.20235756385068762
TRX-15192,PROD-2861,2025-07-17,6.0,1443.68,91.39,13.0,Entregado,Cali,App,False,False,False,Laptops,1912.0,212.98,False,Bod-Ext-99,0.0,2024-08-22,527.0,5.0,5.0,-54.9,True,1,8662.08,7292.81,0.8419236488233773,13.0,0.21533203125
TRX-15193,PROD-2359,2024-09-23,7.0,1410.9,38.25,25.0,En Camino,Sin Ciudad,Físico,False,False,False,Smartphones,496.0,953.9,False,Norte,3.0,2026-01-10,21.0,,,,False,0,9876.300000000001,3160.750000000001,0.3200338183327765,22.0,0.20174165457184326
TRX-15194,PROD-3294,2024-10-15,7.0,1403.32,36.91,25.0,Retrasado,Medellín,WhatsApp,False,False,False,Sin Categoría,577.0,884.9,False,Sur,10.0,2024-03-12,690.0,5.0,2.0,-51.1,False,1,9823.24,3592.0299999999997,0.365666521432847,15.0,0.20517737296260785
TRX-15195,PROD-3538,2025-12-14,2.0,1832.35,82.88,21.0,Entregado,Bogotá,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,3664.7,,,,0.20959451741861793
TRX-15196,PROD-3457,2025-07-03,13.0,704.4,52.36,4.0,Entregado,Sin Ciudad,WhatsApp,False,False,False,Smartphones,1470.0,207.18,False,Norte,5.0,2025-10-16,107.0,1.0,1.0,-79.3,True,1,9157.199999999999,6411.5,0.7001594373826061,-1.0,0.20174165457184326
TRX-15197,PROD-2937,2026-01-31,12.0,1126.65,35.28,22.0,Devuelto,Bucaramanga,Físico,False,False,False,Laptops,280.0,1239.74,False,Bod-Ext-99,3.0,2024-12-06,421.0,,,,False,0,13519.800000000001,-1392.359999999999,-0.10298673057293739,19.0,0.21533203125
TRX-15198,PROD-3935,2025-10-15,8.0,1242.8,12.41,10.0,Sin Información,Medellín,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,2.0,-1.8,False,1,9942.4,,,,0.20959451741861793
TRX-15199,PROD-3691,2025-11-21,12.0,1959.17,22.19,15.0,En Camino,Bucaramanga,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,2.0,2.0,81.1,True,2,23510.04,,,,0.20959451741861793
TRX-15200,PROD-2488,2025-03-29,7.0,631.57,95.14,15.0,Perdido,Cali,Físico,True,False,False,Laptops,1701.0,99.93,False,Norte,3.0,2025-01-14,382.0,,,,False,0,4420.990000000001,3626.3400000000006,0.820255191710454,12.0,0.21533203125
TRX-15201,PROD-3932,2024-10-10,11.0,1913.1,93.66,21.0,Sin Información,Bogotá,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,2.0,-99.5,True,1,21044.1,,,,0.20959451741861793
TRX-15202,PROD-2853,2025-12-13,6.0,305.98,26.36,28.0,En Camino,Medellín,App,False,False,False,Laptops,1662.0,815.87,False,Sur,5.0,2024-11-14,443.0,1.5,1.0,63.900000000000006,True,2,1835.88,-3085.7000000000003,-1.680774342549622,23.0,0.21533203125
TRX-15203,PROD-1467,2025-12-11,4.0,1530.36,57.58,10.0,Devuelto,Barranquilla,Físico,False,False,False,Laptops,1626.0,1082.6,False,Norte,5.0,2025-03-05,332.0,5.0,3.0,96.3,True,1,6121.44,1733.46,0.28317846781149536,5.0,0.21533203125
TRX-15204,PROD-1399,2024-11-10,11.0,1269.44,18.05,21.0,Devuelto,Medellín,Online,False,False,False,Laptops,1373.0,367.14,False,Bod-Ext-99,5.0,2024-12-27,400.0,,,,False,0,13963.84,9907.250000000002,0.7094932339528384,16.0,0.21533203125
TRX-15205,PROD-3698,2024-11-08,13.0,1635.62,69.09,8.0,Devuelto,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,1.0,1.0,-27.6,False,1,21263.059999999998,,,,0.20959451741861793
TRX-15206,PROD-1908,2025-01-15,7.0,67.08,22.6,10.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False,Smartphones,218.0,502.68,False,Norte,10.0,2025-10-18,105.0,2.0,4.0,-55.9,False,1,469.56,-3071.8,-6.541868983729449,0.0,0.20174165457184326
TRX-15207,PROD-1008,2024-10-31,8.0,165.48,9.73,21.0,Sin Información,Cali,App,False,False,False,Smartphones,963.0,389.92,False,Norte,10.0,2025-03-07,330.0,,,,False,0,1323.84,-1805.2500000000002,-1.3636466642494565,11.0,0.20174165457184326
TRX-15208,PROD-2398,2025-04-27,1.0,148.69,52.36,17.0,Devuelto,Bogotá,Online,False,False,False,Accesorios,609.0,397.74,False,Zona_Franca,10.0,2025-06-04,241.0,,,,False,0,148.69,-301.41,-2.0271033694263236,7.0,0.20368574199806014
TRX-15209,PROD-2454,2025-04-20,10.0,1189.99,83.37,5.0,Entregado,Sin Ciudad,Físico,False,False,False,Laptops,1686.0,1402.22,False,Zona_Franca,0.0,2025-06-28,217.0,4.0,3.0,-7.05,False,2,11899.9,-2205.67,-0.18535197774771217,5.0,0.21533203125
TRX-15210,PROD-3595,2025-06-11,13.0,1209.84,35.91,13.0,Retrasado,Medellín,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,5.0,1.0,-18.6,True,1,15727.919999999998,,,,0.20959451741861793
TRX-15211,PROD-2195,2025-04-21,13.0,1813.15,15.31,21.0,Devuelto,Sin Ciudad,App,False,False,False,Monitores,1129.0,345.93,False,Zona_Franca,5.0,2024-12-29,398.0,,,,False,0,23570.95,19058.55,0.8085609616922524,16.0,0.20249520153550865
TRX-15212,PROD-3243,2024-11-14,4.0,940.53,84.22,21.0,Retrasado,Medellín,Online,False,False,False,Tablets,850.0,941.02,False,Norte,27.5,2024-03-18,684.0,2.0,2.0,92.9,False,1,3762.12,-86.18000000000004,-0.02290729694959226,-6.5,0.20235756385068762
TRX-15213,PROD-3138,2025-12-26,4.0,145.42,77.43,28.0,Entregado,Bogotá,App,False,False,False,Laptops,967.0,1111.22,False,Sur,5.0,2026-01-07,24.0,,,,False,0,581.68,-3940.63,-6.774566772108376,23.0,0.21533203125
TRX-15214,PROD-2531,2025-06-30,10.0,426.96,69.96,19.0,Devuelto,Bucaramanga,Online,False,False,False,Tablets,406.0,694.63,False,Occidente,5.0,2024-11-30,427.0,,,,False,0,4269.599999999999,-2746.6600000000003,-0.6433061645118983,14.0,0.20235756385068762
TRX-15215,PROD-3875,2025-09-12,9.0,26.07,91.57,12.0,Sin Información,Bogotá,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,2.5,3.0,-92.05,True,2,234.63,,,,0.20959451741861793
TRX-15216,PROD-1435,2025-08-09,13.0,1555.66,51.48,12.0,Devuelto,Bogotá,Online,False,False,False,Sin Categoría,1289.0,475.36,False,Bod-Ext-99,10.0,2025-12-24,38.0,,,,False,0,20223.58,13992.420000000002,0.6918864019130144,2.0,0.20517737296260785
TRX-15217,PROD-1187,2025-02-02,6.0,1633.04,17.17,25.0,Entregado,Barranquilla,App,False,False,False,Smartphones,1032.0,277.38,False,Bod-Ext-99,0.0,2024-05-15,626.0,,,,False,0,9798.24,8116.789999999999,0.8283926501085909,25.0,0.20174165457184326
TRX-15218,PROD-1672,2025-12-15,4.0,1995.9,10.83,21.0,Devuelto,Medellín,WhatsApp,False,False,False,Laptops,1366.0,957.19,False,Zona_Franca,5.0,2025-05-18,258.0,,,,False,0,7983.6,4144.01,0.5190653339345659,16.0,0.21533203125
TRX-15219,PROD-3016,2025-06-13,13.0,830.27,35.25,28.0,Entregado,Bogotá,Físico,False,False,False,Laptops,979.0,564.09,False,Occidente,5.0,2025-11-20,72.0,4.0,3.0,-18.049999999999997,True,2,10793.51,3425.0899999999992,0.31732865397817756,23.0,0.21533203125
TRX-15220,PROD-1575,2025-07-14,1.0,48.4,52.36,2.0,Devuelto,Cali,WhatsApp,False,False,False,Laptops,967.0,216.96,False,Norte,10.0,2024-11-24,433.0,,,,False,0,48.4,-220.92000000000002,-4.564462809917356,-8.0,0.21533203125
TRX-15221,PROD-3936,2025-01-11,8.0,477.11,13.25,21.0,Devuelto,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,3816.88,,,,0.20959451741861793
TRX-15222,PROD-3955,2024-11-04,11.0,1179.66,55.87,9.0,En Camino,Barranquilla,Físico,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,5.0,4.0,-61.2,False,1,12976.26,,,,0.20959451741861793
TRX-15223,PROD-2676,2025-08-26,9.0,1924.27,6.38,24.0,Retrasado,Barranquilla,App,False,False,False,Smartphones,411.0,379.53,False,Norte,27.5,2025-03-07,330.0,,,,False,0,17318.43,13896.28,0.8023983698291358,-3.5,0.20174165457184326
TRX-15224,PROD-1438,2025-05-18,5.0,216.12,47.16,22.0,Perdido,Medellín,WhatsApp,False,False,False,Smartphones,1058.0,1355.38,False,Norte,0.0,2025-09-02,151.0,3.5,2.5,-14.650000000000002,False,2,1080.6,-5743.460000000001,-5.315065704238387,22.0,0.20174165457184326
TRX-15225,PROD-2041,2025-10-06,5.0,251.93,21.95,25.0,En Camino,Bogotá,WhatsApp,False,False,False,Tablets,1298.0,1376.75,False,Occidente,5.0,2025-07-28,187.0,,,,False,0,1259.65,-5646.049999999999,-4.482237129361329,20.0,0.20235756385068762
TRX-15226,PROD-3502,2025-12-23,10.0,1406.5,39.99,23.0,En Camino,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,14065.0,,,,0.20959451741861793
TRX-15227,PROD-1802,2025-10-16,8.0,1337.74,69.13,2.0,Retrasado,Medellín,App,False,False,False,Laptops,639.0,564.51,False,Bod-Ext-99,10.0,2024-06-02,608.0,,,,False,0,10701.92,6116.71,0.5715525812190709,-8.0,0.21533203125
TRX-15228,PROD-1768,2025-05-27,8.0,508.51,38.34,1.0,En Camino,Medellín,Físico,False,False,False,Accesorios,1811.0,1216.04,False,Zona_Franca,27.5,2024-08-17,532.0,,,,False,0,4068.08,-5698.58,-1.4008033273681935,-26.5,0.20368574199806014
TRX-15229,PROD-1494,2024-09-26,5.0,1628.16,37.43,14.0,Entregado,Cali,App,False,False,False,Monitores,1072.0,493.33,False,Norte,0.0,2024-10-14,474.0,,,,False,0,8140.8,5636.72,0.6924036949685535,14.0,0.20249520153550865
TRX-15230,PROD-2609,2025-09-21,4.0,266.27,99.12,13.0,En Camino,Bogotá,WhatsApp,False,False,False,Smartphones,568.0,1173.0,False,Zona_Franca,3.0,2024-12-28,399.0,,,,False,0,1065.08,-3726.04,-3.498366319900853,10.0,0.20174165457184326
TRX-15231,PROD-1883,2025-09-06,6.0,1852.23,73.29,3.0,Perdido,Bucaramanga,Online,False,False,False,Sin Categoría,1917.0,250.28,False,Bod-Ext-99,5.0,2024-04-22,649.0,3.5,2.5,61.3,True,2,11113.380000000001,9538.41,0.8582816388893387,-2.0,0.20517737296260785
TRX-15232,PROD-2872,2025-10-12,10.0,410.05,52.36,27.0,Entregado,Barranquilla,WhatsApp,False,False,False,Smartphones,22.0,1117.08,False,Sur,0.0,2025-11-15,77.0,,,,False,0,4100.5,-7122.659999999999,-1.7370223143519081,27.0,0.20174165457184326
TRX-15233,PROD-1780,2025-09-07,5.0,171.89,53.82,20.0,Sin Información,Bogotá,App,False,False,False,Laptops,567.0,624.2,False,Sur,27.5,2024-08-18,531.0,,,,False,0,859.4499999999999,-2315.3700000000003,-2.6940136133573804,-7.5,0.21533203125
TRX-15234,PROD-3935,2025-07-31,8.0,685.65,60.04,25.0,Retrasado,Bogotá,WhatsApp,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,5485.2,,,,0.20959451741861793
TRX-15235,PROD-2384,2025-03-14,9.0,383.8,63.92,5.0,Retrasado,Bogotá,App,False,False,False,Laptops,581.0,67.4,False,Sur,0.0,2025-08-08,176.0,,,,False,0,3454.2000000000003,2783.68,0.8058826935325111,5.0,0.21533203125
TRX-15236,PROD-1441,2025-04-03,13.0,1058.61,7.33,2.0,Retrasado,Medellín,Físico,False,False,False,Sin Categoría,543.0,1035.47,False,Zona_Franca,10.0,2024-06-10,600.0,,,,False,0,13761.929999999998,293.48999999999836,0.021326223865402484,-8.0,0.20517737296260785
TRX-15237,PROD-2697,2024-09-25,1.0,1376.82,12.63,26.0,Entregado,Bogotá,App,False,False,False,Smartphones,812.0,428.23,False,Sur,3.0,2025-08-23,161.0,2.0,5.0,15.1,True,1,1376.82,935.9599999999999,0.6797983759678099,23.0,0.20174165457184326
TRX-15238,PROD-1190,2025-06-27,9.0,986.93,66.67,21.0,Retrasado,Bucaramanga,App,False,False,False,Smartphones,1179.0,657.82,False,Occidente,10.0,2024-09-27,491.0,,,,False,0,8882.369999999999,2895.319999999999,0.3259625527871502,11.0,0.20174165457184326
TRX-15239,PROD-3593,2025-12-22,13.0,1324.61,39.62,29.0,Retrasado,Bucaramanga,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,,,,False,0,17219.93,,,,0.20959451741861793
TRX-15240,PROD-3753,2024-11-17,9.0,736.19,10.27,18.0,Perdido,Cali,App,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,3.0,3.0,-16.6,False,1,6625.710000000001,,,,0.20959451741861793
TRX-15241,PROD-3411,2025-06-23,6.0,65.57,33.26,9.0,Devuelto,Bucaramanga,App,False,False,False,Smartphones,1395.0,125.8,False,Sur,5.0,2024-07-31,549.0,,,,False,0,393.41999999999996,-394.64,-1.003101011641503,4.0,0.20174165457184326
TRX-15242,PROD-1504,2025-11-05,11.0,1948.39,17.38,22.0,Sin Información,Bogotá,WhatsApp,False,False,False,Smartphones,1588.0,1065.89,False,Norte,5.0,2025-10-12,111.0,,,,False,0,21432.29,9690.12,0.4521271408701544,17.0,0.20174165457184326
TRX-15243,PROD-2845,2025-03-17,10.0,1640.63,92.05,28.0,Devuelto,Barranquilla,WhatsApp,False,False,False,Smartphones,1385.0,840.87,False,Norte,27.5,2024-07-13,567.0,2.0,4.0,82.3,True,1,16406.300000000003,7905.550000000001,0.481860626710471,0.5,0.20174165457184326
TRX-15244,PROD-2873,2025-01-16,5.0,156.1,52.36,28.0,Devuelto,Medellín,Online,False,False,False,Laptops,430.0,448.89,False,Bod-Ext-99,5.0,2025-03-02,335.0,1.0,3.0,82.9,True,1,780.5,-1516.3099999999997,-1.942741832158872,23.0,0.21533203125
TRX-15245,PROD-3697,2024-12-15,7.0,903.86,24.28,12.0,Retrasado,Bogotá,Online,False,False,True,Sin Catálogo,,,,Sin Bodega,,,,2.5,3.0,11.45,True,2,6327.02,,,,0.20959451741861793
TRX-15246,PROD-3413,2025-02-28,11.0,1273.69,18.65,5.0,Entregado,Medellín,Físico,False,False,False,Smartphones,2.0,337.38,False,Norte,10.0,2025-06-25,220.0,,,,False,0,14010.59,10280.76,0.7337849441029964,-5.0,0.20174165457184326
TRX-15247,PROD-3065,2025-07-05,8.0,389.28,64.49,18.0,Retrasado,Bogotá,Físico,False,False,False,Accesorios,194.0,403.24,False,Norte,5.0,2025-12-20,42.0,1.0,1.0,-77.4,False,1,3114.24,-176.1700000000003,-0.05656917899712299,13.0,0.20368574199806014
TRX-15248,PROD-1551,2024-12-11,9.0,1160.2,54.58,23.0,Devuelto,Barranquilla,Online,False,False,False,Accesorios,1409.0,132.48,False,Zona_Franca,27.5,2024-12-01,426.0,,,,False,0,10441.800000000001,9194.9,0.880585722768105,-4.5,0.20368574199806014
TRX-15249,PROD-3043,2024-11-27,9.0,1071.96,59.71,23.0,Perdido,Bucaramanga,WhatsApp,False,False,False,Smartphones,1686.0,291.93,False,Bod-Ext-99,0.0,2025-03-18,319.0,1.0,2.0,-70.6,False,1,9647.64,6960.5599999999995,0.7214779987644647,23.0,0.20174165457184326
TRX-15250,PROD-1017,2025-04-19,10.0,424.45,46.42,2.0,Retrasado,Medellín,Físico,False,False,False,Sin Categoría,1293.0,510.45,False,Norte,0.0,2024-10-10,478.0,3.0,3.0,-79.6,True,1,4244.5,-906.42,-0.21355165508304863,2.0,0.20517737296260785
TRX-15251,PROD-3172,2024-10-02,11.0,291.01,49.38,10.0,Retrasado,Sin Ciudad,Online,False,False,False,Monitores,872.0,62.5,False,Occidente,5.0,2024-03-17,685.0,,,,False,0,3201.1099999999997,2464.2299999999996,0.7698048489430228,5.0,0.20249520153550865
TRX-15252,PROD-1198,2025-04-09,3.0,1520.33,78.99,22.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False,Monitores,1158.0,369.65,False,Norte,10.0,2024-11-20,437.0,,,,False,0,4560.99,3373.0499999999997,0.739543388606421,12.0,0.20249520153550865
TRX-15253,PROD-3266,2024-11-20,13.0,651.95,25.89,10.0,Entregado,Medellín,Online,False,False,False,Accesorios,565.0,281.52,False,Sur,5.0,2025-07-09,206.0,,,,False,0,8475.35,4789.700000000001,0.5651330033567936,5.0,0.20368574199806014
