Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Entrega_Atipica,Fecha_Futura_Invalida,Es_Venta_Fantasma
TRX-15689,PROD-2659,2025-01-03,8.0,1770.16,9.43,14.0,Retrasado,Bucaramanga,App,False,False,False
TRX-15690,PROD-3416,2025-04-21,12.0,1363.15,32.15,28.0,En Camino,Sin Ciudad,Físico,False,False,False
TRX-15691,PROD-1871,2025-11-26,4.0,731.53,40.29,24.0,Entregado,Bogotá,Físico,False,False,False
TRX-15692,PROD-1150,2025-06-29,10.0,1370.41,97.67,9.0,Retrasado,Barranquilla,App,False,False,False
TRX-15693,PROD-3259,2025-02-11,13.0,234.18,5.32,14.0,Entregado,Barranquilla,Físico,False,False,False
TRX-15694,PROD-2067,2025-05-19,13.0,941.83,34.26,8.0,Devuelto,Bucaramanga,Online,False,False,False
TRX-15695,PROD-3226,2025-05-09,6.0,346.28,93.39,6.0,Devuelto,Medellín,App,False,False,False
TRX-15696,PROD-3210,2025-02-02,5.0,92.45,34.13,24.0,Sin Información,Bogotá,App,False,False,False
TRX-15697,PROD-2933,2025-01-25,1.0,683.27,26.38,25.0,Entregado,Sin Ciudad,App,False,False,False
TRX-15698,PROD-3678,2024-11-14,14.0,309.96,74.36,6.0,Sin Información,Cali,App,False,False,True
TRX-15699,PROD-1608,2024-12-19,13.0,1270.7,75.81,22.0,Entregado,Medellín,Online,False,False,False
TRX-15700,PROD-2498,2024-12-29,7.0,1351.4,52.36,2.0,Devuelto,Medellín,App,False,False,False
TRX-15701,PROD-2607,2025-09-27,9.0,305.9,49.86,25.0,Entregado,Bogotá,App,False,False,False
TRX-15702,PROD-1914,2024-12-26,2.0,58.98,94.96,24.0,Sin Información,Bucaramanga,Físico,False,False,False
TRX-15703,PROD-3415,2025-11-10,6.0,1587.69,24.26,5.0,Devuelto,Bucaramanga,App,False,False,False
TRX-15704,PROD-2191,2025-03-29,8.0,14.09,91.77,26.0,Sin Información,Medellín,WhatsApp,False,False,False
TRX-15705,PROD-1548,2025-10-03,3.0,694.39,76.77,3.0,Entregado,Medellín,Físico,False,False,False
TRX-15706,PROD-2903,2025-06-05,5.0,994.22,39.98,25.0,En Camino,Medellín,Físico,False,False,False
TRX-15707,PROD-3052,2024-12-04,14.0,1639.1,81.66,11.0,Entregado,Bogotá,WhatsApp,False,False,False
TRX-15708,PROD-3090,2026-01-10,7.0,1678.73,17.65,26.0,Entregado,Cali,Físico,False,False,False
TRX-15709,PROD-1370,2025-11-08,4.0,1452.63,17.44,29.0,Retrasado,Cali,Online,False,False,False
TRX-15710,PROD-2625,2025-09-19,14.0,501.92,93.34,7.0,En Camino,Barranquilla,App,False,False,False
TRX-15711,PROD-2490,2025-07-01,12.0,1443.17,14.0,29.0,Devuelto,Medellín,App,False,False,False
TRX-15712,PROD-3056,2024-10-10,5.0,500.61,52.36,9.0,Devuelto,Medellín,Físico,False,False,False
TRX-15713,PROD-1043,2025-03-05,1.0,437.07,5.39,13.0,Perdido,Cali,App,False,False,False
TRX-15714,PROD-3714,2025-10-19,4.0,1098.78,41.96,16.0,En Camino,Medellín,Físico,False,False,True
TRX-15715,PROD-1978,2025-02-15,14.0,1360.92,14.87,23.0,En Camino,Sin Ciudad,App,False,False,False
TRX-15716,PROD-3515,2026-01-03,14.0,115.57,86.99,12.0,Entregado,Cali,Físico,False,False,True
TRX-15717,PROD-3802,2025-08-02,7.0,129.44,92.66,8.0,Retrasado,Bogotá,Físico,False,False,True
TRX-15718,PROD-1679,2025-06-02,12.0,1570.5,50.83,14.0,Devuelto,Barranquilla,Físico,False,False,False
TRX-15719,PROD-3105,2025-03-01,10.0,1720.4,45.42,26.0,Devuelto,Medellín,Online,False,False,False
TRX-15720,PROD-1574,2025-09-06,7.0,1212.84,56.21,14.0,Retrasado,Medellín,Físico,False,False,False
TRX-15721,PROD-2827,2024-11-10,10.0,863.37,26.49,5.0,Sin Información,Bogotá,Online,False,False,False
TRX-15722,PROD-1652,2025-03-17,10.0,1692.18,33.31,26.0,Retrasado,Medellín,Online,False,False,False
TRX-15723,PROD-1733,2026-01-01,4.0,1460.35,14.59,10.0,Sin Información,Bogotá,WhatsApp,False,False,False
TRX-15724,PROD-3319,2025-08-15,12.0,1163.39,52.36,22.0,Sin Información,Bucaramanga,Físico,False,False,False
TRX-15725,PROD-3317,2024-11-26,6.0,646.32,47.41,28.0,En Camino,Bogotá,Online,False,False,False
TRX-15726,PROD-3700,2026-01-11,13.0,404.01,63.11,24.0,Sin Información,Medellín,WhatsApp,False,False,True
TRX-15727,PROD-1598,2025-07-08,5.0,843.16,93.37,14.0,Retrasado,Medellín,App,False,False,False
TRX-15728,PROD-3998,2024-11-11,1.0,580.78,75.21,23.0,Retrasado,Barranquilla,Online,False,False,True
TRX-15729,PROD-2980,2024-09-26,8.0,685.12,73.69,17.0,Entregado,Sin Ciudad,Online,False,False,False
TRX-15730,PROD-2469,2025-01-19,12.0,1036.11,34.26,26.0,En Camino,Bogotá,Online,False,False,False
TRX-15731,PROD-1165,2025-08-28,7.0,346.5,89.39,4.0,Sin Información,Barranquilla,WhatsApp,False,False,False
TRX-15732,PROD-1896,2025-09-30,5.0,1614.29,94.96,29.0,Perdido,Medellín,WhatsApp,False,False,False
TRX-15733,PROD-2997,2026-02-04,13.0,299.6,93.56,24.0,Perdido,Medellín,Online,False,True,False
TRX-15734,PROD-1949,2025-03-05,10.0,967.18,8.69,15.0,Devuelto,Barranquilla,Físico,False,False,False
TRX-15735,PROD-1257,2025-05-03,10.0,1494.48,62.41,11.0,Retrasado,Bogotá,WhatsApp,False,False,False
TRX-15736,PROD-2082,2025-09-15,7.0,975.19,52.36,9.0,Entregado,Medellín,WhatsApp,False,False,False
TRX-15737,PROD-2513,2025-02-25,10.0,728.43,66.11,15.0,Retrasado,Medellín,App,False,False,False
TRX-15738,PROD-1958,2025-10-14,3.0,955.03,33.03,22.0,Devuelto,Bogotá,App,False,False,False
TRX-15739,PROD-1175,2025-06-11,8.0,1698.85,99.28,27.0,Retrasado,Medellín,Online,False,False,False
TRX-15740,PROD-3738,2025-03-14,5.0,1980.96,32.66,20.0,Perdido,Bucaramanga,App,False,False,True
TRX-15741,PROD-1846,2024-10-15,2.0,1265.98,25.58,2.0,En Camino,Bogotá,Físico,False,False,False
TRX-15742,PROD-3121,2025-10-18,2.0,1588.95,50.99,28.0,Retrasado,Bogotá,Online,False,False,False
TRX-15743,PROD-2479,2025-10-03,4.0,38.83,35.7,25.0,Sin Información,Medellín,Online,False,False,False
TRX-15744,PROD-2589,2024-11-22,7.0,1761.93,92.78,1.0,Perdido,Cali,WhatsApp,False,False,False
TRX-15745,PROD-2923,2025-09-13,14.0,1908.56,46.81,21.0,Perdido,Medellín,Online,False,False,False
TRX-15746,PROD-2862,2025-08-09,10.0,1154.59,43.96,24.0,Devuelto,Cali,App,False,False,False
TRX-15747,PROD-1190,2025-02-03,4.0,1510.07,64.46,20.0,En Camino,Cali,Online,False,False,False
TRX-15748,PROD-1163,2024-10-16,9.0,1030.36,52.36,17.0,Devuelto,Cali,Online,False,False,False
TRX-15749,PROD-3656,2025-07-12,2.0,579.55,12.71,4.0,Entregado,Barranquilla,App,False,False,True
TRX-15750,PROD-2327,2024-11-06,6.0,1705.97,76.89,5.0,Sin Información,Bogotá,WhatsApp,False,False,False
TRX-15751,PROD-1422,2025-03-20,4.0,1197.71,78.0,5.0,En Camino,Bogotá,Físico,False,False,False
TRX-15752,PROD-3882,2025-09-13,6.0,1162.97,50.03,28.0,Entregado,Cali,App,False,False,True
TRX-15753,PROD-3135,2026-01-07,10.0,1321.67,95.79,14.0,En Camino,Barranquilla,Físico,False,False,False
TRX-15754,PROD-3595,2025-09-15,9.0,1713.45,60.04,1.0,Perdido,Barranquilla,Físico,False,False,True
TRX-15755,PROD-2120,2025-11-25,10.0,1466.49,71.05,2.0,Entregado,Bogotá,Físico,False,False,False
TRX-15756,PROD-2078,2024-11-24,12.0,430.14,92.81,22.0,En Camino,Medellín,Online,False,False,False
TRX-15757,PROD-3370,2024-10-21,9.0,938.98,68.3,10.0,En Camino,Bogotá,Físico,False,False,False
TRX-15758,PROD-3229,2025-09-14,9.0,1960.79,46.02,5.0,Entregado,Medellín,WhatsApp,False,False,False
TRX-15759,PROD-3335,2025-09-22,9.0,1113.58,7.35,9.0,En Camino,Bucaramanga,WhatsApp,False,False,False
TRX-15760,PROD-1712,2024-12-27,3.0,1877.11,52.36,13.0,Devuelto,Bogotá,WhatsApp,False,False,False
TRX-15761,PROD-2542,2025-11-05,12.0,1628.61,74.19,23.0,Devuelto,Barranquilla,Online,False,False,False
TRX-15762,PROD-3677,2025-06-15,11.0,1335.39,96.66,29.0,Entregado,Sin Ciudad,App,False,False,True
TRX-15763,PROD-2550,2025-07-10,14.0,705.24,49.67,21.0,Perdido,Bogotá,WhatsApp,False,False,False
TRX-15764,PROD-2496,2024-11-16,9.0,615.6,37.28,13.0,Retrasado,Medellín,Físico,False,False,False
TRX-15765,PROD-3407,2025-02-22,3.0,1290.41,54.33,28.0,Entregado,Bogotá,Online,False,False,False
TRX-15766,PROD-3676,2025-04-29,10.0,870.8,74.2,28.0,Sin Información,Bogotá,Online,False,False,True
TRX-15767,PROD-1318,2025-03-14,3.0,1599.52,5.07,9.0,Entregado,Barranquilla,WhatsApp,False,False,False
TRX-15768,PROD-3116,2024-12-27,5.0,1523.31,89.29,14.0,Entregado,Sin Ciudad,Físico,False,False,False
TRX-15769,PROD-2030,2025-01-23,6.0,631.14,89.2,17.0,Sin Información,Bogotá,Físico,False,False,False
TRX-15770,PROD-2541,2024-10-04,9.0,1408.43,56.42,3.0,Sin Información,Barranquilla,WhatsApp,False,False,False
TRX-15771,PROD-1912,2024-09-26,1.0,994.15,16.63,18.0,Sin Información,Cali,Físico,False,False,False
TRX-15772,PROD-3115,2025-09-19,8.0,653.35,52.36,12.0,Entregado,Barranquilla,Online,False,False,False
TRX-15773,PROD-2662,2025-09-03,14.0,831.8,68.82,23.0,Devuelto,Medellín,Online,False,False,False
TRX-15774,PROD-2445,2024-11-28,14.0,1791.75,18.1,9.0,Entregado,Barranquilla,WhatsApp,False,False,False
TRX-15775,PROD-2413,2025-02-14,4.0,725.44,53.22,16.0,Perdido,Bogotá,Físico,False,False,False
TRX-15776,PROD-2994,2025-12-23,10.0,581.92,13.89,13.0,Retrasado,Medellín,App,False,False,False
TRX-15777,PROD-2974,2026-01-12,7.0,710.1,60.96,28.0,Retrasado,Medellín,WhatsApp,False,False,False
TRX-15778,PROD-3474,2024-11-26,6.0,437.09,35.22,18.0,Perdido,Medellín,Online,False,False,False
TRX-15779,PROD-1027,2024-12-13,6.0,1093.82,83.94,12.0,Entregado,Bucaramanga,WhatsApp,False,False,False
TRX-15780,PROD-3055,2025-01-05,7.0,303.4,80.99,22.0,Retrasado,Barranquilla,WhatsApp,False,False,False
TRX-15781,PROD-1569,2025-03-22,4.0,1636.71,99.86,2.0,Devuelto,Medellín,Online,False,False,False
TRX-15782,PROD-2801,2025-08-28,6.0,458.9,29.46,19.0,Retrasado,Sin Ciudad,App,False,False,False
TRX-15783,PROD-1678,2025-12-07,3.0,1200.13,10.87,1.0,Sin Información,Medellín,WhatsApp,False,False,False
TRX-15784,PROD-1942,2025-01-05,5.0,258.8,52.36,6.0,Perdido,Bogotá,App,False,False,False
TRX-15785,PROD-1315,2025-05-06,13.0,1957.12,47.09,18.0,Retrasado,Medellín,App,False,False,False
TRX-15786,PROD-3107,2025-09-28,13.0,914.61,12.92,3.0,Perdido,Medellín,Online,False,False,False
TRX-15787,PROD-3635,2024-10-20,14.0,1646.12,21.96,22.0,Entregado,Medellín,WhatsApp,False,False,True
TRX-15788,PROD-2150,2026-01-31,13.0,1539.61,61.74,6.0,Retrasado,Medellín,WhatsApp,False,False,False
TRX-15789,PROD-1866,2026-01-18,2.0,1430.25,61.25,4.0,Perdido,Medellín,App,False,False,False
TRX-15790,PROD-1615,2024-10-08,3.0,1656.46,9.12,17.0,Devuelto,Bogotá,WhatsApp,False,False,False
TRX-15791,PROD-1765,2025-06-26,13.0,209.92,47.08,23.0,Devuelto,Cali,App,False,False,False
TRX-15792,PROD-1644,2025-08-21,9.0,1360.21,55.37,18.0,En Camino,Bogotá,Online,False,False,False
TRX-15793,PROD-2483,2026-01-18,6.0,539.0,30.46,22.0,Retrasado,Sin Ciudad,Online,False,False,False
TRX-15794,PROD-3465,2025-07-17,3.0,1573.88,87.84,7.0,Entregado,Sin Ciudad,Online,False,False,False
TRX-15795,PROD-3938,2024-11-15,2.0,1914.17,20.3,2.0,Sin Información,Bucaramanga,App,False,False,True
TRX-15796,PROD-1484,2025-07-07,5.0,1803.96,52.36,15.0,En Camino,Bogotá,WhatsApp,False,False,False
TRX-15797,PROD-3707,2025-01-14,10.0,238.75,29.12,22.0,Retrasado,Medellín,WhatsApp,False,False,True
TRX-15798,PROD-1943,2024-10-30,14.0,745.41,19.91,17.0,Devuelto,Bogotá,Físico,False,False,False
TRX-15799,PROD-2698,2025-12-20,5.0,735.0,16.07,6.0,Entregado,Cali,Físico,False,False,False
TRX-15800,PROD-2352,2025-09-27,7.0,253.37,88.5,15.0,Devuelto,Cali,Online,True,False,False
TRX-15801,PROD-3950,2025-05-10,1.0,205.27,31.4,8.0,Retrasado,Cali,WhatsApp,False,False,True
TRX-15802,PROD-1464,2025-03-07,3.0,775.93,73.64,8.0,Sin Información,Bogotá,App,False,False,False
TRX-15803,PROD-2972,2025-03-23,7.0,1984.22,45.66,7.0,Entregado,Bogotá,App,False,False,False
TRX-15804,PROD-3765,2025-12-10,9.0,1142.2,65.41,4.0,Entregado,Bogotá,App,False,False,True
TRX-15805,PROD-2961,2025-04-15,5.0,1247.35,93.18,20.0,En Camino,Bucaramanga,WhatsApp,False,False,False
TRX-15806,PROD-2962,2025-09-23,4.0,947.33,85.24,5.0,Entregado,Barranquilla,WhatsApp,False,False,False
TRX-15807,PROD-1863,2025-05-25,3.0,1328.04,11.55,8.0,Retrasado,Sin Ciudad,Online,False,False,False
TRX-15808,PROD-3419,2025-09-16,10.0,1913.76,52.36,14.0,Sin Información,Sin Ciudad,Físico,False,False,False
TRX-15809,PROD-1660,2025-08-21,13.0,1181.51,85.29,20.0,Sin Información,Barranquilla,WhatsApp,False,False,False
TRX-15810,PROD-3651,2025-11-27,9.0,139.43,47.92,25.0,Perdido,Medellín,App,False,False,True
TRX-15811,PROD-2683,2025-10-23,14.0,990.85,38.26,3.0,Perdido,Bucaramanga,WhatsApp,False,False,False
TRX-15812,PROD-1091,2025-07-28,7.0,1985.58,68.88,25.0,Entregado,Bucaramanga,Físico,False,False,False
TRX-15813,PROD-1998,2025-11-13,12.0,780.93,95.27,18.0,Perdido,Medellín,Físico,False,False,False
TRX-15814,PROD-1176,2025-11-08,7.0,1191.82,13.94,22.0,Sin Información,Bogotá,App,False,False,False
TRX-15815,PROD-1523,2025-01-21,14.0,222.21,77.97,15.0,Retrasado,Cali,Online,False,False,False
TRX-15816,PROD-3349,2025-06-08,13.0,290.95,24.33,21.0,En Camino,Medellín,Físico,False,False,False
TRX-15817,PROD-3426,2025-04-20,8.0,1750.62,41.11,5.0,Devuelto,Bogotá,Físico,False,False,False
TRX-15818,PROD-1659,2025-11-06,10.0,607.69,88.01,15.0,Devuelto,Sin Ciudad,Físico,False,False,False
TRX-15819,PROD-1551,2025-07-29,1.0,617.85,56.85,27.0,Retrasado,Bogotá,Físico,False,False,False
TRX-15820,PROD-3578,2025-07-15,11.0,780.55,52.36,6.0,En Camino,Bucaramanga,Físico,False,False,True
TRX-15821,PROD-3099,2025-04-04,4.0,1933.29,11.41,10.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False
TRX-15822,PROD-1160,2024-11-29,13.0,177.94,53.26,23.0,Entregado,Sin Ciudad,App,False,False,False
TRX-15823,PROD-3344,2025-01-14,13.0,1639.34,80.02,20.0,En Camino,Sin Ciudad,WhatsApp,False,False,False
TRX-15824,PROD-1601,2025-04-30,5.0,689.7,55.24,15.0,Sin Información,Bogotá,Online,False,False,False
TRX-15825,PROD-1229,2025-04-30,5.0,1700.44,20.85,20.0,Perdido,Bucaramanga,Físico,False,False,False
TRX-15826,PROD-1681,2026-01-08,1.0,1983.59,47.28,28.0,Entregado,Bogotá,Online,False,False,False
TRX-15827,PROD-2057,2025-04-28,3.0,703.85,92.81,9.0,Perdido,Sin Ciudad,Online,False,False,False
TRX-15828,PROD-1737,2025-05-17,2.0,267.42,67.53,4.0,Entregado,Sin Ciudad,App,False,False,False
TRX-15829,PROD-3116,2025-11-27,12.0,297.31,74.34,8.0,Entregado,Barranquilla,WhatsApp,False,False,False
TRX-15830,PROD-2660,2025-10-13,7.0,1519.89,79.66,26.0,Entregado,Sin Ciudad,Online,False,False,False
TRX-15831,PROD-3454,2025-07-17,13.0,298.39,13.62,13.0,Entregado,Sin Ciudad,Online,False,False,False
TRX-15832,PROD-3308,2025-11-14,14.0,528.24,52.36,17.0,En Camino,Cali,Online,False,False,False
TRX-15833,PROD-3611,2024-12-25,5.0,416.75,60.25,4.0,En Camino,Sin Ciudad,Online,False,False,True
TRX-15834,PROD-1076,2025-06-02,3.0,717.8,40.71,2.0,Entregado,Sin Ciudad,Físico,False,False,False
TRX-15835,PROD-3947,2025-11-01,11.0,157.99,18.22,27.0,Retrasado,Bogotá,App,False,False,True
TRX-15836,PROD-3981,2026-01-27,8.0,1714.92,24.26,26.0,Entregado,Bogotá,App,False,False,True
TRX-15837,PROD-3710,2025-09-14,1.0,1721.69,79.21,5.0,Entregado,Medellín,App,False,False,True
TRX-15838,PROD-2161,2025-11-24,1.0,831.74,20.34,2.0,Retrasado,Bogotá,Online,False,False,False
TRX-15839,PROD-1351,2025-04-25,14.0,1228.05,34.68,16.0,Retrasado,Sin Ciudad,Online,False,False,False
TRX-15840,PROD-1887,2026-01-16,6.0,1287.48,32.06,23.0,Entregado,Medellín,Físico,False,False,False
TRX-15841,PROD-2839,2025-10-07,1.0,1501.02,9.62,26.0,Devuelto,Cali,Online,False,False,False
TRX-15842,PROD-3484,2025-06-07,4.0,1046.17,48.91,23.0,Devuelto,Sin Ciudad,WhatsApp,False,False,False
TRX-15843,PROD-2930,2025-09-04,6.0,1025.57,77.76,15.0,Retrasado,Bogotá,WhatsApp,False,False,False
TRX-15844,PROD-2972,2025-05-20,1.0,1266.29,52.36,25.0,Entregado,Bucaramanga,Online,False,False,False
TRX-15845,PROD-1698,2025-08-03,13.0,1409.07,7.1,29.0,Sin Información,Bogotá,WhatsApp,False,False,False
TRX-15846,PROD-1898,2025-04-24,9.0,699.91,15.69,4.0,Perdido,Barranquilla,WhatsApp,False,False,False
TRX-15847,PROD-2682,2024-12-29,4.0,667.44,73.42,15.0,Perdido,Sin Ciudad,App,False,False,False
TRX-15848,PROD-3461,2024-10-08,9.0,546.74,61.39,5.0,Entregado,Sin Ciudad,Online,False,False,False
TRX-15849,PROD-1584,2025-10-31,9.0,1102.2,72.95,3.0,Entregado,Bogotá,App,False,False,False
TRX-15850,PROD-3386,2025-02-23,13.0,726.71,26.86,14.0,Entregado,Barranquilla,WhatsApp,False,False,False
TRX-15851,PROD-1744,2024-10-08,6.0,1085.22,81.36,7.0,Perdido,Bogotá,App,False,False,False
TRX-15852,PROD-3552,2025-04-08,13.0,817.91,50.59,15.0,Perdido,Medellín,WhatsApp,False,False,True
TRX-15853,PROD-3701,2026-01-28,7.0,1675.1,62.98,5.0,Retrasado,Bogotá,App,False,False,True
TRX-15854,PROD-3092,2025-01-08,13.0,155.53,13.75,9.0,En Camino,Bucaramanga,Online,False,False,False
TRX-15855,PROD-2083,2024-10-15,1.0,1148.7,24.48,28.0,Retrasado,Sin Ciudad,WhatsApp,False,False,False
TRX-15856,PROD-1686,2024-11-03,5.0,1155.49,52.36,13.0,Retrasado,Bucaramanga,Online,False,False,False
TRX-15857,PROD-3966,2024-10-29,3.0,773.6,78.47,7.0,Devuelto,Bogotá,Físico,False,False,True
TRX-15858,PROD-3808,2025-08-16,10.0,847.83,26.27,4.0,Sin Información,Bogotá,WhatsApp,False,False,True
TRX-15859,PROD-2403,2025-10-17,10.0,1602.26,13.79,7.0,Retrasado,Bogotá,App,False,False,False
TRX-15860,PROD-2857,2025-03-06,13.0,568.54,61.73,1.0,Retrasado,Bogotá,Físico,False,False,False
TRX-15861,PROD-3443,2025-01-16,6.0,1744.09,57.05,15.0,Retrasado,Bogotá,Online,False,False,False
TRX-15862,PROD-3419,2025-02-19,4.0,1793.72,62.75,15.0,Retrasado,Bucaramanga,Online,False,False,False
TRX-15863,PROD-1281,2024-09-28,13.0,1304.73,63.74,18.0,En Camino,Medellín,Online,False,False,False
TRX-15864,PROD-1941,2024-10-24,14.0,1547.99,52.52,15.0,Devuelto,Barranquilla,Físico,False,False,False
TRX-15865,PROD-2549,2025-02-14,13.0,1229.77,51.91,3.0,Perdido,Bucaramanga,WhatsApp,False,False,False
TRX-15866,PROD-2578,2025-07-13,9.0,1055.27,92.8,5.0,Sin Información,Bucaramanga,WhatsApp,False,False,False
TRX-15867,PROD-1541,2025-10-28,7.0,1933.69,55.72,28.0,Entregado,Bogotá,Online,False,False,False
TRX-15868,PROD-1444,2025-07-12,14.0,572.48,52.36,5.0,Perdido,Barranquilla,Online,False,False,False
TRX-15869,PROD-1067,2025-11-03,4.0,316.76,63.64,16.0,Devuelto,Bucaramanga,Online,False,False,False
TRX-15870,PROD-1828,2025-03-18,13.0,582.1,30.36,23.0,Retrasado,Sin Ciudad,Físico,False,False,False
TRX-15871,PROD-3141,2025-12-11,11.0,1233.1,87.75,25.0,Perdido,Bogotá,Físico,False,False,False
TRX-15872,PROD-3065,2025-03-18,6.0,378.52,7.31,10.0,Retrasado,Bucaramanga,Online,False,False,False
TRX-15873,PROD-3803,2024-11-22,2.0,1818.54,57.94,25.0,Sin Información,Bogotá,App,False,False,True
TRX-15874,PROD-2719,2024-12-08,14.0,827.94,41.47,22.0,En Camino,Bogotá,WhatsApp,False,False,False
TRX-15875,PROD-1612,2025-11-12,3.0,1701.43,62.37,23.0,En Camino,Cali,Físico,False,False,False
TRX-15876,PROD-3480,2025-10-10,11.0,505.98,39.22,28.0,Sin Información,Bogotá,WhatsApp,False,False,False
TRX-15877,PROD-1394,2024-12-17,7.0,633.21,73.18,13.0,Sin Información,Bogotá,Físico,False,False,False
TRX-15878,PROD-1726,2025-04-01,11.0,127.85,6.93,15.0,Devuelto,Cali,App,False,False,False
TRX-15879,PROD-2949,2024-09-29,12.0,522.96,43.56,8.0,Sin Información,Bucaramanga,Físico,False,False,False
TRX-15880,PROD-3518,2025-11-02,4.0,985.72,52.36,20.0,Perdido,Medellín,WhatsApp,False,False,True
TRX-15881,PROD-3456,2024-12-16,14.0,1892.81,83.97,7.0,En Camino,Bogotá,App,False,False,False
TRX-15882,PROD-1159,2025-06-11,12.0,783.92,28.77,14.0,Sin Información,Medellín,App,False,False,False
TRX-15883,PROD-3176,2025-12-11,10.0,1283.09,10.01,6.0,Devuelto,Cali,App,False,False,False
TRX-15884,PROD-3061,2025-10-25,7.0,861.14,52.17,8.0,Devuelto,Medellín,App,False,False,False
TRX-15885,PROD-1481,2025-10-27,9.0,103.12,97.77,15.0,Devuelto,Medellín,WhatsApp,False,False,False
TRX-15886,PROD-1381,2025-06-08,14.0,1012.03,11.1,17.0,Perdido,Cali,App,False,False,False
TRX-15887,PROD-2975,2025-10-20,13.0,141.17,11.66,5.0,Sin Información,Medellín,WhatsApp,False,False,False
TRX-15888,PROD-3700,2024-11-08,5.0,1768.56,61.54,12.0,Perdido,Bucaramanga,Físico,False,False,True
TRX-15889,PROD-1533,2025-08-29,14.0,1508.54,28.76,13.0,Devuelto,Medellín,WhatsApp,False,False,False
TRX-15890,PROD-3471,2026-02-02,1.0,763.52,43.97,3.0,Entregado,Medellín,Online,False,True,False
TRX-15891,PROD-3208,2024-12-25,5.0,1284.04,83.9,25.0,Sin Información,Bogotá,App,False,False,False
TRX-15892,PROD-1004,2026-01-13,6.0,232.94,52.36,25.0,Sin Información,Medellín,WhatsApp,False,False,False
TRX-15893,PROD-3779,2025-11-22,14.0,1408.08,23.89,19.0,Perdido,Bucaramanga,Físico,False,False,True
TRX-15894,PROD-3659,2025-11-22,11.0,1647.24,73.33,26.0,Perdido,Sin Ciudad,Online,False,False,True
TRX-15895,PROD-2767,2025-05-04,2.0,1645.27,52.93,28.0,Entregado,Bogotá,Online,False,False,False
TRX-15896,PROD-3138,2025-06-28,8.0,575.71,90.97,15.0,Perdido,Bucaramanga,Físico,False,False,False
TRX-15897,PROD-2723,2024-09-25,13.0,534.85,97.43,18.0,Perdido,Medellín,Online,False,False,False
TRX-15898,PROD-2517,2025-01-29,2.0,1047.58,51.07,21.0,Sin Información,Cali,Online,False,False,False
TRX-15899,PROD-1177,2025-08-11,14.0,1935.87,60.54,20.0,En Camino,Cali,WhatsApp,False,False,False
TRX-15900,PROD-3857,2025-05-29,7.0,1841.84,75.86,7.0,Entregado,Bogotá,App,False,False,True
TRX-15901,PROD-3170,2025-05-09,9.0,725.68,35.27,28.0,En Camino,Bogotá,WhatsApp,False,False,False
TRX-15902,PROD-2757,2025-08-15,14.0,1561.86,26.54,14.0,Sin Información,Bucaramanga,App,False,False,False
TRX-15903,PROD-1939,2025-01-31,13.0,1843.42,96.65,24.0,Entregado,Medellín,WhatsApp,False,False,False
TRX-15904,PROD-2974,2025-05-08,2.0,529.24,52.36,20.0,Entregado,Bogotá,Físico,False,False,False
TRX-15905,PROD-2561,2025-03-18,3.0,1662.29,46.1,19.0,Entregado,Medellín,App,False,False,False
TRX-15906,PROD-2435,2025-08-11,8.0,543.11,5.15,25.0,Perdido,Barranquilla,Online,False,False,False
TRX-15907,PROD-3412,2025-07-30,11.0,693.13,84.58,24.0,Devuelto,Sin Ciudad,Online,False,False,False
TRX-15908,PROD-3853,2025-10-15,6.0,405.65,61.97,11.0,Retrasado,Sin Ciudad,WhatsApp,False,False,True
TRX-15909,PROD-3359,2024-10-23,1.0,1019.09,21.01,27.0,Devuelto,Bogotá,App,False,False,False
TRX-15910,PROD-1400,2024-11-27,4.0,1688.19,7.86,7.0,Perdido,Medellín,Físico,False,False,False
TRX-15911,PROD-2742,2025-04-16,5.0,1060.82,32.69,11.0,Perdido,Barranquilla,Físico,False,False,False
TRX-15912,PROD-1548,2025-01-01,14.0,255.65,93.15,8.0,Retrasado,Cali,App,False,False,False
TRX-15913,PROD-2042,2025-08-08,11.0,511.03,93.68,24.0,Perdido,Medellín,Físico,False,False,False
TRX-15914,PROD-2954,2024-10-23,3.0,1130.1,34.55,10.0,Entregado,Cali,WhatsApp,False,False,False
TRX-15915,PROD-1952,2025-09-30,1.0,1170.54,84.41,24.0,En Camino,Sin Ciudad,Físico,False,False,False
TRX-15916,PROD-1343,2025-04-01,3.0,1158.04,52.36,11.0,En Camino,Medellín,Online,False,False,False
TRX-15917,PROD-2160,2024-11-27,13.0,163.24,46.98,1.0,Entregado,Sin Ciudad,App,False,False,False
TRX-15918,PROD-3450,2025-11-11,9.0,1509.85,67.16,20.0,Devuelto,Bucaramanga,App,False,False,False
TRX-15919,PROD-3227,2025-07-22,2.0,1819.76,36.77,10.0,En Camino,Medellín,Online,False,False,False
TRX-15920,PROD-2673,2025-05-15,1.0,1025.93,54.02,7.0,Entregado,Bucaramanga,Online,False,False,False
TRX-15921,PROD-2055,2025-06-27,7.0,1440.47,32.91,22.0,Devuelto,Sin Ciudad,App,False,False,False
TRX-15922,PROD-1774,2025-04-12,13.0,1828.89,10.81,3.0,Sin Información,Barranquilla,App,False,False,False
