Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Feedback_UID,NPS_Categoria
FB-10546,TRX-11369,4.0,1,Sin Comentario,Sí,False,84.0,20.6,FBK-002546,Pasivo
FB-10547,TRX-12322,2.0,3,Dañado,Sin Respuesta,True,30.0,99.7,FBK-002547,Promotor
FB-10548,TRX-11134,1.0,2,No volvería,No,True,23.0,10.3,FBK-002548,Pasivo
FB-10549,TRX-14487,3.0,3,Lento,Sí,False,65.0,24.3,FBK-002549,Pasivo
FB-10550,TRX-16636,3.0,5,No volvería,Sí,False,40.0,-30.1,FBK-002550,Detractor
FB-10551,TRX-11338,2.0,2,Dañado,Sin Respuesta,True,39.0,-51.9,FBK-002551,Detractor
FB-10552,TRX-14887,1.0,3,Precio justo,Sin Respuesta,True,62.0,-10.2,FBK-002552,Detractor
FB-10553,TRX-17396,1.0,1,Excelente,Sí,False,75.0,22.8,FBK-002553,Pasivo
FB-10554,TRX-16876,1.0,1,Sin Comentario,Tal vez,False,57.0,-37.1,FBK-002554,Detractor
FB-10555,TRX-18597,4.0,5,Dañado,Tal vez,True,66.0,-0.1,FBK-002555,Detractor
FB-10556,TRX-13507,1.0,2,Dañado,Sin Respuesta,True,51.0,63.0,FBK-002556,Promotor
FB-10557,TRX-14250,4.0,2,Sin Comentario,Sí,True,18.0,-15.2,FBK-002557,Detractor
FB-10558,TRX-13015,5.0,1,No volvería,No,True,39.0,15.6,FBK-002558,Pasivo
FB-10559,TRX-10880,3.0,5,Excelente,No,True,84.0,85.0,FBK-002559,Promotor
FB-10560,TRX-11514,1.0,4,Sin Comentario,Tal vez,False,74.0,24.6,FBK-002560,Pasivo
FB-10561,TRX-17021,5.0,1,Lento,Tal vez,True,83.0,-37.8,FBK-002561,Detractor
FB-10562,TRX-15603,1.0,1,Excelente,No,True,67.0,14.0,FBK-002562,Pasivo
FB-10563,TRX-14864,5.0,3,Dañado,Sin Respuesta,True,41.0,72.2,FBK-002563,Promotor
FB-10564,TRX-12695,1.0,5,No volvería,Sí,False,83.0,-69.4,FBK-002564,Detractor
FB-10565,TRX-13253,3.0,4,Sin Comentario,Tal vez,False,29.0,64.7,FBK-002565,Promotor
FB-10566,TRX-15722,1.0,5,Precio justo,Sí,True,22.0,-79.9,FBK-002566,Detractor
FB-10567,TRX-16866,4.0,5,Dañado,Sin Respuesta,False,27.0,91.4,FBK-002567,Promotor
FB-10568,TRX-17890,1.0,1,Excelente,Sin Respuesta,False,39.0,-68.1,FBK-002568,Detractor
FB-10569,TRX-17790,2.0,1,Sin Comentario,Tal vez,True,24.0,-6.8,FBK-002569,Detractor
FB-10570,TRX-18773,4.0,1,Sin Comentario,Sin Respuesta,True,21.0,90.2,FBK-002570,Promotor
FB-10571,TRX-12632,5.0,3,Sin Comentario,No,True,83.0,-58.2,FBK-002571,Detractor
FB-10572,TRX-17156,1.0,4,Excelente,Sin Respuesta,True,74.0,28.4,FBK-002572,Pasivo
FB-10573,TRX-15811,1.0,4,Precio justo,Tal vez,False,43.0,47.5,FBK-002573,Pasivo
FB-10574,TRX-19344,1.0,5,Excelente,Sin Respuesta,False,39.0,-92.4,FBK-002574,Detractor
FB-10575,TRX-16375,2.0,1,Sin Comentario,Sin Respuesta,False,79.0,18.8,FBK-002575,Pasivo
FB-10576,TRX-10162,3.0,5,Excelente,Tal vez,False,36.0,52.0,FBK-002576,Promotor
FB-10577,TRX-19189,3.0,1,Sin Comentario,Tal vez,False,58.0,93.9,FBK-002577,Promotor
FB-10578,TRX-19783,4.0,5,Sin Comentario,Sí,False,39.0,-72.2,FBK-002578,Detractor
FB-10579,TRX-13253,4.0,5,No volvería,No,False,44.0,72.7,FBK-002579,Promotor
FB-10580,TRX-11274,2.0,3,Excelente,Tal vez,True,19.0,25.9,FBK-002580,Pasivo
FB-10581,TRX-19477,2.0,3,Lento,Sin Respuesta,True,38.0,45.5,FBK-002581,Pasivo
FB-10582,TRX-12369,2.0,5,Precio justo,Sí,False,39.0,48.1,FBK-002582,Pasivo
FB-10583,TRX-15304,5.0,1,Dañado,Sin Respuesta,True,26.0,44.8,FBK-002583,Pasivo
FB-10584,TRX-15185,2.0,5,Sin Comentario,No,False,48.0,84.6,FBK-002584,Promotor
FB-10585,TRX-10232,2.0,1,Precio justo,Sin Respuesta,True,62.0,-75.4,FBK-002585,Detractor
FB-10586,TRX-12465,2.0,2,Sin Comentario,Sí,True,18.0,-43.3,FBK-002586,Detractor
FB-10587,TRX-17514,2.0,4,Dañado,No,False,32.0,80.7,FBK-002587,Promotor
FB-10588,TRX-12416,3.0,5,No volvería,Sin Respuesta,False,47.0,-8.7,FBK-002588,Detractor
FB-10589,TRX-18182,1.0,2,Excelente,Sí,True,30.0,-18.8,FBK-002589,Detractor
FB-10590,TRX-15184,1.0,5,Sin Comentario,Sin Respuesta,True,51.0,7.8,FBK-002590,Pasivo
FB-10591,TRX-11861,3.0,3,Dañado,No,False,42.0,-37.9,FBK-002591,Detractor
FB-10592,TRX-16658,2.0,4,Dañado,Sin Respuesta,False,74.0,19.5,FBK-002592,Pasivo
FB-10593,TRX-14305,5.0,5,No volvería,Sin Respuesta,True,50.0,75.9,FBK-002593,Promotor
FB-10594,TRX-18531,5.0,3,Sin Comentario,Sí,True,33.0,-20.9,FBK-002594,Detractor
FB-10595,TRX-10060,4.0,3,Precio justo,Sin Respuesta,True,44.0,-58.4,FBK-002595,Detractor
FB-10596,TRX-17381,1.0,2,Sin Comentario,Tal vez,False,43.0,-68.8,FBK-002596,Detractor
FB-10597,TRX-12059,4.0,3,Precio justo,No,True,79.0,39.5,FBK-002597,Pasivo
FB-10598,TRX-17361,2.0,2,Precio justo,Sí,False,36.0,-85.3,FBK-002598,Detractor
FB-10599,TRX-19476,4.0,1,Excelente,Tal vez,True,39.0,-85.0,FBK-002599,Detractor
FB-10600,TRX-11596,2.0,1,No volvería,Tal vez,False,50.0,92.3,FBK-002600,Promotor
FB-10601,TRX-10597,4.0,1,Dañado,No,True,74.0,33.4,FBK-002601,Pasivo
FB-10602,TRX-13581,3.0,1,Precio justo,Sí,True,52.0,-62.2,FBK-002602,Detractor
FB-10603,TRX-13074,2.0,5,Precio justo,Tal vez,False,31.0,26.5,FBK-002603,Pasivo
FB-10604,TRX-16884,5.0,2,Precio justo,Sin Respuesta,True,24.0,15.8,FBK-002604,Pasivo
FB-10605,TRX-18947,2.0,1,Lento,Tal vez,False,27.0,55.8,FBK-002605,Promotor
FB-10606,TRX-12721,5.0,3,Excelente,No,True,65.0,-15.3,FBK-002606,Detractor
FB-10607,TRX-19845,5.0,2,Precio justo,Tal vez,False,63.0,-96.6,FBK-002607,Detractor
FB-10608,TRX-16185,4.0,5,Sin Comentario,Sí,True,43.0,-12.0,FBK-002608,Detractor
FB-10609,TRX-13541,1.0,1,Lento,Tal vez,False,35.0,38.3,FBK-002609,Pasivo
FB-10610,TRX-15703,1.0,2,Sin Comentario,Tal vez,True,82.0,91.5,FBK-002610,Promotor
FB-10611,TRX-13436,1.0,4,No volvería,No,False,20.0,68.0,FBK-002611,Promotor
FB-10612,TRX-13131,5.0,1,Dañado,Tal vez,False,46.0,-95.4,FBK-002612,Detractor
FB-10613,TRX-19450,1.0,2,Precio justo,Tal vez,False,22.0,-51.1,FBK-002613,Detractor
FB-10614,TRX-10235,2.0,1,Excelente,Sí,True,32.0,10.0,FBK-002614,Pasivo
FB-10615,TRX-16066,2.0,4,Precio justo,No,False,43.0,-88.9,FBK-002615,Detractor
FB-10616,TRX-15960,2.0,3,Excelente,No,True,53.0,19.1,FBK-002616,Pasivo
FB-10617,TRX-10265,5.0,3,Lento,No,True,21.0,-14.2,FBK-002617,Detractor
FB-10618,TRX-14947,5.0,4,Excelente,No,False,46.0,33.7,FBK-002618,Pasivo
FB-10619,TRX-15029,1.0,2,Sin Comentario,Sin Respuesta,True,56.0,-55.9,FBK-002619,Detractor
FB-10620,TRX-18226,4.0,5,No volvería,Sin Respuesta,True,39.0,-62.6,FBK-002620,Detractor
FB-10621,TRX-12043,5.0,1,Excelente,Sin Respuesta,False,79.0,83.0,FBK-002621,Promotor
FB-10622,TRX-18177,3.0,5,Sin Comentario,No,False,82.0,-31.3,FBK-002622,Detractor
FB-10623,TRX-17471,2.0,1,Dañado,No,False,63.0,94.2,FBK-002623,Promotor
FB-10624,TRX-16783,2.0,5,Lento,Sin Respuesta,True,71.0,-68.1,FBK-002624,Detractor
FB-10625,TRX-16723,1.0,1,Excelente,No,False,23.0,50.7,FBK-002625,Promotor
FB-10626,TRX-15762,4.0,3,Precio justo,Tal vez,False,28.0,-59.7,FBK-002626,Detractor
FB-10627,TRX-15770,2.0,1,Sin Comentario,Sí,False,18.0,43.2,FBK-002627,Pasivo
FB-10628,TRX-18887,5.0,1,No volvería,No,True,82.0,-47.5,FBK-002628,Detractor
FB-10629,TRX-16977,4.0,4,Sin Comentario,Tal vez,False,24.0,-33.7,FBK-002629,Detractor
FB-10630,TRX-18571,2.0,4,Dañado,Tal vez,True,60.0,28.3,FBK-002630,Pasivo
FB-10631,TRX-15502,1.0,1,Excelente,Sin Respuesta,True,59.0,-93.3,FBK-002631,Detractor
FB-10632,TRX-11857,1.0,1,Excelente,Sí,True,51.0,-50.7,FBK-002632,Detractor
FB-10633,TRX-12880,1.0,2,Dañado,No,False,24.0,71.5,FBK-002633,Promotor
FB-10634,TRX-17517,5.0,3,Dañado,No,True,48.0,-37.7,FBK-002634,Detractor
FB-10635,TRX-17018,1.0,1,Excelente,Sí,True,73.0,91.2,FBK-002635,Promotor
FB-10636,TRX-16113,3.0,1,Precio justo,Tal vez,True,18.0,-71.4,FBK-002636,Detractor
FB-10637,TRX-12898,5.0,3,Precio justo,No,False,43.0,44.3,FBK-002637,Pasivo
FB-10638,TRX-19056,3.0,2,Precio justo,No,False,46.0,-67.4,FBK-002638,Detractor
FB-10639,TRX-19746,1.0,4,Excelente,Sí,True,52.0,52.8,FBK-002639,Promotor
FB-10640,TRX-12664,4.0,4,Lento,Tal vez,False,54.0,-57.4,FBK-002640,Detractor
FB-10641,TRX-18892,5.0,3,Excelente,Tal vez,False,27.0,73.2,FBK-002641,Promotor
FB-10642,TRX-17141,3.0,1,Lento,Tal vez,True,21.0,24.8,FBK-002642,Pasivo
FB-10643,TRX-16251,5.0,4,Precio justo,No,False,78.0,76.2,FBK-002643,Promotor
FB-10644,TRX-14669,3.0,1,Excelente,Tal vez,True,24.0,25.6,FBK-002644,Pasivo
FB-10645,TRX-17167,5.0,5,Sin Comentario,Sí,False,66.0,61.3,FBK-002645,Promotor
FB-10646,TRX-14640,2.0,1,Precio justo,Sin Respuesta,True,78.0,74.0,FBK-002646,Promotor
FB-10647,TRX-11625,3.0,4,Excelente,Sin Respuesta,True,31.0,-6.2,FBK-002647,Detractor
FB-10648,TRX-11435,3.0,1,Precio justo,Sí,True,41.0,34.7,FBK-002648,Pasivo
FB-10649,TRX-11700,5.0,1,Dañado,Sí,True,68.0,-94.7,FBK-002649,Detractor
FB-10650,TRX-11468,4.0,2,Sin Comentario,Sí,False,48.0,-0.7,FBK-002650,Detractor
FB-10651,TRX-10269,2.0,2,Excelente,Tal vez,False,19.0,-57.5,FBK-002651,Detractor
FB-10652,TRX-16738,3.0,1,Lento,Sí,False,60.0,-77.1,FBK-002652,Detractor
FB-10653,TRX-11698,1.0,3,Precio justo,No,False,68.0,99.3,FBK-002653,Promotor
FB-10654,TRX-18133,1.0,3,Sin Comentario,Sin Respuesta,False,28.0,99.4,FBK-002654,Promotor
FB-10655,TRX-18924,5.0,3,Sin Comentario,No,True,66.0,-57.4,FBK-002655,Detractor
FB-10656,TRX-11633,4.0,3,Sin Comentario,No,False,33.0,79.5,FBK-002656,Promotor
FB-10657,TRX-17276,2.0,4,No volvería,Tal vez,True,58.0,79.4,FBK-002657,Promotor
FB-10658,TRX-18247,3.0,3,Lento,Tal vez,False,47.0,95.3,FBK-002658,Promotor
FB-10659,TRX-19522,1.0,4,No volvería,Sin Respuesta,False,62.0,-21.5,FBK-002659,Detractor
FB-10660,TRX-10534,3.0,3,Precio justo,Tal vez,True,33.0,86.4,FBK-002660,Promotor
FB-10661,TRX-14749,1.0,1,Sin Comentario,Tal vez,True,48.0,56.4,FBK-002661,Promotor
FB-10662,TRX-16891,5.0,3,Sin Comentario,Sin Respuesta,True,28.0,47.0,FBK-002662,Pasivo
FB-10663,TRX-13471,5.0,1,Excelente,Sí,False,25.0,-50.4,FBK-002663,Detractor
FB-10664,TRX-13651,3.0,1,Excelente,Sin Respuesta,False,29.0,-1.9,FBK-002664,Detractor
FB-10665,TRX-17448,5.0,2,Excelente,Sin Respuesta,False,78.0,57.6,FBK-002665,Promotor
FB-10666,TRX-19037,2.0,5,No volvería,Sí,True,55.0,69.4,FBK-002666,Promotor
FB-10667,TRX-16243,5.0,5,Sin Comentario,Sí,True,72.0,-60.4,FBK-002667,Detractor
FB-10668,TRX-11875,2.0,1,Sin Comentario,Sin Respuesta,False,30.0,-37.8,FBK-002668,Detractor
FB-10669,TRX-13204,5.0,5,Sin Comentario,Sí,False,52.0,-67.5,FBK-002669,Detractor
FB-10670,TRX-17693,3.0,5,Precio justo,Sí,False,79.0,-69.7,FBK-002670,Detractor
FB-10671,TRX-12038,2.0,3,Dañado,Sin Respuesta,False,37.0,-57.3,FBK-002671,Detractor
FB-10672,TRX-15744,4.0,5,Sin Comentario,Sí,False,71.0,81.9,FBK-002672,Promotor
FB-10673,TRX-17601,3.0,5,Excelente,No,True,84.0,-27.5,FBK-002673,Detractor
FB-10674,TRX-16765,2.0,5,Precio justo,Tal vez,False,80.0,-0.5,FBK-002674,Detractor
FB-10675,TRX-16484,1.0,2,Dañado,Tal vez,False,26.0,-97.7,FBK-002675,Detractor
FB-10676,TRX-10124,1.0,5,Dañado,Sin Respuesta,False,78.0,50.6,FBK-002676,Promotor
FB-10677,TRX-16138,4.0,3,Sin Comentario,Sí,True,67.0,-42.3,FBK-002677,Detractor
FB-10678,TRX-13668,1.0,4,Precio justo,No,True,76.0,40.8,FBK-002678,Pasivo
FB-10679,TRX-18315,3.0,2,Excelente,Sí,True,65.0,-60.2,FBK-002679,Detractor
FB-10680,TRX-14646,2.0,3,Excelente,Sí,True,34.0,-24.6,FBK-002680,Detractor
FB-10681,TRX-14384,3.0,1,Lento,Sí,False,69.0,3.5,FBK-002681,Pasivo
FB-10682,TRX-14333,5.0,3,Precio justo,Sin Respuesta,False,68.0,26.3,FBK-002682,Pasivo
FB-10683,TRX-15036,5.0,4,Sin Comentario,Tal vez,True,83.0,-67.0,FBK-002683,Detractor
FB-10684,TRX-16794,1.0,2,Dañado,Tal vez,False,74.0,-13.5,FBK-002684,Detractor
FB-10685,TRX-13957,4.0,4,No volvería,No,False,32.0,-97.6,FBK-002685,Detractor
FB-10686,TRX-10068,4.0,1,No volvería,No,False,19.0,-73.5,FBK-002686,Detractor
FB-10687,TRX-16792,5.0,1,Sin Comentario,Sí,True,44.0,-34.4,FBK-002687,Detractor
FB-10688,TRX-10535,4.0,1,Sin Comentario,No,False,69.0,87.4,FBK-002688,Promotor
FB-10689,TRX-10254,4.0,3,Excelente,No,False,68.0,76.7,FBK-002689,Promotor
FB-10690,TRX-10430,1.0,3,Lento,No,False,55.0,4.8,FBK-002690,Pasivo
FB-10691,TRX-12512,3.0,5,Sin Comentario,Sí,True,36.0,20.9,FBK-002691,Pasivo
FB-10692,TRX-16134,3.0,1,Sin Comentario,Sí,False,47.0,-42.3,FBK-002692,Detractor
FB-10693,TRX-18502,2.0,4,Sin Comentario,Tal vez,False,30.0,34.0,FBK-002693,Pasivo
FB-10694,TRX-19829,3.0,1,No volvería,Sin Respuesta,True,44.0,-52.6,FBK-002694,Detractor
FB-10695,TRX-15201,3.0,2,Excelente,Sí,True,63.0,-99.5,FBK-002695,Detractor
FB-10696,TRX-15490,1.0,3,Lento,Tal vez,True,36.0,92.6,FBK-002696,Promotor
FB-10697,TRX-12792,1.0,1,No volvería,No,True,36.0,-23.7,FBK-002697,Detractor
FB-10698,TRX-19374,3.0,5,Dañado,No,False,58.0,4.5,FBK-002698,Pasivo
FB-10699,TRX-17045,2.0,1,No volvería,Sin Respuesta,False,32.0,-80.0,FBK-002699,Detractor
FB-10700,TRX-13962,3.0,5,No volvería,Sí,True,45.0,5.5,FBK-002700,Pasivo
FB-10701,TRX-19105,3.0,3,No volvería,Sin Respuesta,True,45.0,80.5,FBK-002701,Promotor
FB-10702,TRX-16412,3.0,3,Sin Comentario,Tal vez,True,67.0,75.5,FBK-002702,Promotor
FB-10703,TRX-13156,5.0,5,No volvería,Sin Respuesta,False,50.0,15.6,FBK-002703,Pasivo
FB-10704,TRX-16444,2.0,2,Excelente,Sin Respuesta,False,61.0,71.3,FBK-002704,Promotor
FB-10705,TRX-10845,3.0,3,Precio justo,No,True,72.0,-27.2,FBK-002705,Detractor
FB-10706,TRX-19467,1.0,5,Dañado,No,True,26.0,-61.5,FBK-002706,Detractor
FB-10707,TRX-17030,3.0,3,Sin Comentario,No,False,53.0,-15.7,FBK-002707,Detractor
FB-10708,TRX-12111,4.0,1,Precio justo,Tal vez,False,19.0,61.9,FBK-002708,Promotor
FB-10709,TRX-16396,5.0,4,Excelente,Tal vez,True,60.0,41.4,FBK-002709,Pasivo
FB-10710,TRX-12846,5.0,2,No volvería,Sí,True,43.0,-23.1,FBK-002710,Detractor
FB-10711,TRX-16604,5.0,4,Sin Comentario,Sí,True,40.0,-31.7,FBK-002711,Detractor
FB-10712,TRX-15212,2.0,2,Lento,No,False,77.0,92.9,FBK-002712,Promotor
FB-10713,TRX-18475,5.0,1,Lento,No,True,23.0,-47.3,FBK-002713,Detractor
FB-10714,TRX-12595,3.0,5,Precio justo,Sin Respuesta,True,78.0,-38.4,FBK-002714,Detractor
FB-10715,TRX-17166,2.0,5,Sin Comentario,Sí,True,82.0,-30.5,FBK-002715,Detractor
FB-10716,TRX-13784,4.0,5,Sin Comentario,Sin Respuesta,False,58.0,56.6,FBK-002716,Promotor
FB-10717,TRX-11631,1.0,1,Lento,Tal vez,False,43.0,70.0,FBK-002717,Promotor
FB-10718,TRX-12069,5.0,4,Precio justo,Tal vez,False,30.0,-56.6,FBK-002718,Detractor
FB-10719,TRX-18261,3.0,3,Dañado,Tal vez,True,33.0,-18.5,FBK-002719,Detractor
FB-10720,TRX-11939,2.0,5,Lento,Sí,False,61.0,73.1,FBK-002720,Promotor
FB-10721,TRX-19452,3.0,3,Sin Comentario,Tal vez,True,47.0,-37.3,FBK-002721,Detractor
FB-10722,TRX-16422,5.0,4,Sin Comentario,Sí,True,19.0,-19.2,FBK-002722,Detractor
FB-10723,TRX-14263,1.0,3,No volvería,No,True,55.0,10.7,FBK-002723,Pasivo
FB-10724,TRX-19058,2.0,3,Excelente,Sin Respuesta,False,40.0,28.3,FBK-002724,Pasivo
FB-10725,TRX-12605,3.0,3,Dañado,Sin Respuesta,False,46.0,-39.3,FBK-002725,Detractor
FB-10726,TRX-15282,2.0,1,Sin Comentario,Tal vez,True,74.0,15.2,FBK-002726,Pasivo
FB-10727,TRX-13338,5.0,4,Lento,Sin Respuesta,False,74.0,44.9,FBK-002727,Pasivo
FB-10728,TRX-11527,5.0,3,Sin Comentario,Tal vez,True,32.0,-82.0,FBK-002728,Detractor
FB-10729,TRX-11528,4.0,5,Lento,Sí,True,83.0,99.9,FBK-002729,Promotor
FB-10730,TRX-10420,4.0,5,Sin Comentario,Tal vez,False,84.0,86.5,FBK-002730,Promotor
FB-10731,TRX-17166,5.0,4,Sin Comentario,Tal vez,True,35.0,-69.4,FBK-002731,Detractor
FB-10732,TRX-10189,2.0,1,Precio justo,Sin Respuesta,True,78.0,-33.6,FBK-002732,Detractor
FB-10733,TRX-19720,3.0,3,Dañado,Sin Respuesta,True,56.0,-43.7,FBK-002733,Detractor
FB-10734,TRX-12507,3.0,1,Excelente,Sí,False,24.0,-95.6,FBK-002734,Detractor
FB-10735,TRX-10455,2.0,4,Excelente,Sin Respuesta,False,43.0,0.4,FBK-002735,Pasivo
FB-10736,TRX-18907,1.0,2,Precio justo,Sí,False,41.0,-68.4,FBK-002736,Detractor
FB-10737,TRX-11290,2.0,5,Precio justo,Sin Respuesta,True,54.0,-72.7,FBK-002737,Detractor
FB-10738,TRX-19368,5.0,3,Precio justo,Tal vez,False,40.0,-57.9,FBK-002738,Detractor
FB-10739,TRX-16265,5.0,3,Lento,No,True,50.0,51.9,FBK-002739,Promotor
FB-10740,TRX-10414,4.0,4,Sin Comentario,Sin Respuesta,True,19.0,-74.2,FBK-002740,Detractor
FB-10741,TRX-12138,3.0,4,Dañado,Sin Respuesta,True,47.0,25.7,FBK-002741,Pasivo
FB-10742,TRX-17433,4.0,1,Excelente,Sin Respuesta,True,78.0,-41.8,FBK-002742,Detractor
FB-10743,TRX-15867,3.0,5,No volvería,Sí,False,29.0,-86.3,FBK-002743,Detractor
FB-10744,TRX-13056,2.0,1,Excelente,Sí,True,66.0,95.6,FBK-002744,Promotor
FB-10745,TRX-13927,1.0,4,Sin Comentario,Sin Respuesta,False,23.0,29.5,FBK-002745,Pasivo
FB-10746,TRX-13633,3.0,5,Dañado,Sí,True,27.0,-59.3,FBK-002746,Detractor
FB-10747,TRX-14864,1.0,4,Precio justo,Sí,True,78.0,1.2,FBK-002747,Pasivo
FB-10748,TRX-13175,1.0,1,Lento,Sí,False,67.0,-22.3,FBK-002748,Detractor
FB-10749,TRX-18772,1.0,1,Excelente,Sí,False,80.0,-64.9,FBK-002749,Detractor
FB-10750,TRX-14018,2.0,1,No volvería,Sí,False,21.0,92.2,FBK-002750,Promotor
FB-10751,TRX-16194,1.0,2,Lento,Tal vez,False,21.0,71.9,FBK-002751,Promotor
FB-10752,TRX-14267,1.0,1,Excelente,Sin Respuesta,False,54.0,-26.2,FBK-002752,Detractor
FB-10753,TRX-10847,5.0,3,Sin Comentario,No,True,72.0,62.2,FBK-002753,Promotor
FB-10754,TRX-14505,5.0,1,Dañado,Sin Respuesta,True,50.0,-62.1,FBK-002754,Detractor
FB-10755,TRX-11359,3.0,4,Sin Comentario,No,False,69.0,-85.0,FBK-002755,Detractor
FB-10756,TRX-12355,5.0,1,Excelente,No,True,80.0,5.3,FBK-002756,Pasivo
FB-10757,TRX-10379,3.0,4,No volvería,Sí,False,39.0,-21.5,FBK-002757,Detractor
FB-10758,TRX-19492,1.0,4,Lento,Sin Respuesta,False,73.0,-86.0,FBK-002758,Detractor
FB-10759,TRX-11694,5.0,5,Excelente,Sin Respuesta,False,75.0,26.1,FBK-002759,Pasivo
FB-10760,TRX-11817,4.0,2,No volvería,Sí,True,42.0,63.9,FBK-002760,Promotor
FB-10761,TRX-17522,2.0,4,Sin Comentario,No,False,18.0,5.5,FBK-002761,Pasivo
FB-10762,TRX-19763,5.0,4,Excelente,Tal vez,False,45.0,-89.2,FBK-002762,Detractor
FB-10763,TRX-12010,2.0,3,Excelente,Sí,True,65.0,-24.5,FBK-002763,Detractor
FB-10764,TRX-11754,5.0,1,Sin Comentario,No,True,83.0,-49.8,FBK-002764,Detractor
FB-10765,TRX-12323,5.0,2,Sin Comentario,No,True,72.0,-70.3,FBK-002765,Detractor
FB-10766,TRX-14627,4.0,2,Precio justo,No,False,19.0,-0.2,FBK-002766,Detractor
FB-10767,TRX-14292,1.0,5,Sin Comentario,No,False,50.0,-86.9,FBK-002767,Detractor
FB-10768,TRX-12959,3.0,4,No volvería,Tal vez,True,66.0,-87.4,FBK-002768,Detractor
FB-10769,TRX-11520,5.0,4,Excelente,Sí,False,53.0,55.3,FBK-002769,Promotor
FB-10770,TRX-11267,5.0,3,Sin Comentario,Tal vez,True,47.0,-14.5,FBK-002770,Detractor
FB-10771,TRX-18097,2.0,2,Lento,Sin Respuesta,True,35.0,48.9,FBK-002771,Pasivo
FB-10772,TRX-15921,1.0,1,Dañado,Tal vez,False,53.0,-34.7,FBK-002772,Detractor
FB-10773,TRX-13407,5.0,5,Sin Comentario,Sin Respuesta,True,41.0,-30.0,FBK-002773,Detractor
FB-10774,TRX-16402,5.0,5,Precio justo,Sí,False,18.0,-14.3,FBK-002774,Detractor
FB-10775,TRX-11649,3.0,5,Sin Comentario,Tal vez,True,63.0,-39.1,FBK-002775,Detractor
FB-10776,TRX-18045,1.0,5,Precio justo,Sin Respuesta,False,41.0,11.8,FBK-002776,Pasivo
FB-10777,TRX-10359,1.0,2,Precio justo,Sí,True,38.0,-85.4,FBK-002777,Detractor
FB-10778,TRX-16778,5.0,4,Dañado,Sí,True,46.0,11.5,FBK-002778,Pasivo
FB-10779,TRX-11205,1.0,2,Sin Comentario,No,False,81.0,42.7,FBK-002779,Pasivo
FB-10780,TRX-17971,1.0,1,No volvería,Sin Respuesta,False,27.0,98.4,FBK-002780,Promotor
FB-10781,TRX-11250,3.0,5,Lento,Tal vez,False,30.0,27.5,FBK-002781,Pasivo
FB-10782,TRX-13445,4.0,2,Dañado,Tal vez,False,28.0,41.8,FBK-002782,Pasivo
FB-10783,TRX-16879,3.0,1,Lento,Sí,True,75.0,19.0,FBK-002783,Pasivo
FB-10784,TRX-16148,4.0,3,Lento,No,False,23.0,90.2,FBK-002784,Promotor
FB-10785,TRX-15137,3.0,5,Precio justo,No,False,68.0,62.0,FBK-002785,Promotor
FB-10786,TRX-17387,5.0,4,Excelente,No,False,27.0,23.0,FBK-002786,Pasivo
FB-10787,TRX-12639,3.0,4,Lento,Sí,True,81.0,-33.5,FBK-002787,Detractor
FB-10788,TRX-12945,1.0,4,Lento,Sí,True,52.0,-35.1,FBK-002788,Detractor
FB-10789,TRX-14894,1.0,1,Lento,Sin Respuesta,True,34.0,50.7,FBK-002789,Promotor
FB-10790,TRX-10166,2.0,2,Lento,Tal vez,False,20.0,85.7,FBK-002790,Promotor
FB-10791,TRX-12927,5.0,5,Precio justo,Tal vez,True,47.0,97.1,FBK-002791,Promotor
FB-10792,TRX-19294,1.0,5,Lento,Sin Respuesta,False,44.0,-47.5,FBK-002792,Detractor
FB-10793,TRX-19939,5.0,5,Excelente,Sin Respuesta,True,62.0,18.4,FBK-002793,Pasivo
FB-10794,TRX-10515,3.0,5,Sin Comentario,Sí,False,21.0,40.4,FBK-002794,Pasivo
FB-10795,TRX-11920,1.0,3,No volvería,Tal vez,True,50.0,-17.4,FBK-002795,Detractor
FB-10796,TRX-15616,5.0,5,No volvería,Tal vez,True,60.0,-78.2,FBK-002796,Detractor
FB-10797,TRX-15681,3.0,3,Lento,Tal vez,True,48.0,-42.8,FBK-002797,Detractor
FB-10798,TRX-17928,4.0,2,Precio justo,Sí,True,36.0,3.1,FBK-002798,Pasivo
FB-10799,TRX-19830,2.0,4,Excelente,Sí,False,28.0,-77.0,FBK-002799,Detractor
FB-10800,TRX-18953,3.0,3,Sin Comentario,Sin Respuesta,False,50.0,-37.4,FBK-002800,Detractor
FB-10801,TRX-10082,4.0,4,Excelente,Sí,True,54.0,-48.5,FBK-002801,Detractor
FB-10802,TRX-12595,5.0,4,Lento,Sí,True,78.0,-29.1,FBK-002802,Detractor
FB-10803,TRX-18548,4.0,1,Precio justo,Tal vez,False,19.0,37.4,FBK-002803,Pasivo
FB-10804,TRX-14169,1.0,3,Sin Comentario,Tal vez,False,67.0,-4.8,FBK-002804,Detractor
FB-10805,TRX-11992,5.0,5,No volvería,Sin Respuesta,True,44.0,-24.8,FBK-002805,Detractor
FB-10806,TRX-13159,2.0,1,Sin Comentario,Sí,False,67.0,-45.0,FBK-002806,Detractor
FB-10807,TRX-19930,2.0,5,Dañado,Tal vez,True,41.0,37.7,FBK-002807,Pasivo
